sheet,pair,metric,cohens_d,mean_i,mean_j,n_i,n_j,p_raw,p_sidak
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p2_n2,-0.019497441633348253,0.022276274725591905,0.022991597619534627,20,28,0.9467453648951778,0.9999995716615444
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p2_n3,0.5598519450550637,-50.2194098014706,-59.05590396121772,20,28,0.21304987217405436,0.6981883141121034
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p2_n3,-0.022843268890579485,0.017402802162393285,0.018076976272560902,20,28,0.9374660882040078,0.9999990437356098
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p2_n4,0.5782426145318446,-59.614240845064124,-68.63515124456295,20,28,0.20323041041506862,0.6788826658225167
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p2_n4,-0.04008096166422666,0.01431338164482349,0.015308466851290059,20,28,0.8914534087555798,0.9999849311209189
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p2_n5,0.5833576702325657,-67.39214714976087,-76.08308497794319,20,28,0.19216862602181306,0.6559642453461649
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p2_n5,-0.05461213954821115,0.012401109750454194,0.013594480625665043,20,28,0.8526762771166744,0.9999305993680784
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p3_n1,0.3063780484377452,-28.370333327573682,-32.69576917669276,20,28,0.510398268013545,0.9718670854319551
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p3_n1,0.020296362614191866,0.05613274474362512,0.054621269192615333,20,28,0.9417720133528713,0.9999993306413675
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p3_n2,0.4592532114967745,-39.392914844929095,-46.62722451772838,20,28,0.304659621428798,0.8374498972042135
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p3_n2,0.046892815885099824,0.039305768562761974,0.03690256689737687,20,28,0.8656022355977943,0.9999561509465171
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p3_n3,0.5494943401686528,-49.67692491964439,-58.45680598239959,20,28,0.22119252054304506,0.7134828856151213
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p3_n3,0.04033260904426426,0.030672114593094997,0.029016361534678705,20,28,0.8838866154777385,0.9999788937333188
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p3_n4,0.566384718278628,-59.07175596323791,-68.03605326574483,20,28,0.21165864035289328,0.6955110334170824
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p3_n4,0.01718787162681935,0.02523318626731928,0.024639675550300617,20,28,0.9507257014946213,0.9999997095293539
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p3_n5,0.569736350334239,-66.84966226793468,-75.48398699912505,20,28,0.20131821564424013,0.6750108233019896
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p3_n5,-0.0038549232995678767,0.021825938068660025,0.021942954910034538,20,28,0.9889242791698163,0.999999999833329
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p4_n1,0.3056858679130577,-27.59508718621773,-31.98262307405648,20,28,0.5095348624475294,0.9716181490498088
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p4_n1,0.10318930952629618,0.08980458588259331,0.0793934064538084,20,28,0.7156724425116539,0.9981417900925486
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p4_n2,0.45561821103747824,-38.61766870357313,-45.9140784150921,20,28,0.3064067189299181,0.8394817608020915
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p4_n2,0.12966313502688562,0.06300572804986422,0.05394272142241434,20,28,0.6396245475876995,0.9939217857690222
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p4_n3,0.54266138710657,-48.90167877828844,-57.74365987976331,20,28,0.22391346274794433,0.7184531005280783
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p4_n3,0.12164669075120593,0.049315956407906904,0.04249615523633832,20,28,0.6539818897545007,0.9950398575441537
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p4_n4,0.557586432869383,-58.29650982188197,-67.32290716310854,20,28,0.21477790151722287,0.7014874686814094
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p4_n4,0.09726482803671965,0.040728468134333,0.03613071629966075,20,28,0.7186024311345758,0.9982355810839323
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p4_n5,0.5590965754281594,-66.07441612657871,-74.77084089648879,20,28,0.2051342691215461,0.6827008796969295
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p4_n5,0.07649579747829786,0.03531759665275907,0.032141403691676895,20,28,0.7744122976885125,0.9994157790802195
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p5_n1,0.3140001974646714,-26.544580732888612,-31.15191478170911,20,28,0.4970871734898107,0.967829074052423
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p5_n1,0.19009618637308603,0.13491292504396388,0.1089502992889035,20,28,0.5268918142570335,0.9762970548519418
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p5_n2,0.45919837277786074,-37.56716225024403,-45.08337012274473,20,28,0.30193791904517053,0.834243625957493
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p5_n2,0.21844385297522714,0.09507926864262753,0.07409154090249694,20,28,0.4428828751557313,0.9463298831615174
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p5_n3,0.5423657462039497,-47.851172324959336,-56.91295158741594,20,28,0.2227095545455514,0.7162625595620775
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p5_n3,0.21253540687583938,0.07471328625023305,0.058254400308121686,20,28,0.4350445608793987,0.9424466018588504
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p5_n4,0.5549685046191446,-57.24600336855286,-66.49219887076119,20,28,0.21431081447222367,0.7005985653013459
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p5_n4,0.19001839223630182,0.06197268887141805,0.04950503246977946,20,28,0.4758575500155495,0.9604408754620188
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p5_n5,0.4423476651116605,-65.34998637193472,-72.23992476390828,30,38,0.18202603781809978,0.633817658857204
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p5_n5,0.3630935619389743,0.0641533038407095,0.04402109236573905,30,38,0.11669361068393558,0.4622791711497858
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p1_n1,0.5089435349173107,-29.298044626867874,-36.53633114752182,20,51,0.23481868157849828,0.7376858056101612
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p1_n1,0.7928727167114165,0.01549595955184079,0.0036241034458149423,20,51,0.16613789627186815,0.5968458031372932
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p1_n2,0.6159733569701178,-40.32062614422329,-50.11033703043413,20,51,0.13700382228020858,0.5213210155539854
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p1_n2,0.793934949642847,0.010731764968882469,0.002511059751181893,20,51,0.1649394390985277,0.5939403234794245
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p1_n3,0.7041386428064951,-50.604636218938595,-62.05946700000269,20,51,0.0897087504950862,0.37496859429714136
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p1_n3,0.7943105462347594,0.008339468020175727,0.0019551712796329643,20,51,0.1779388601756502,0.624577243271141
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p1_n4,0.7601963762080275,-59.99946726253211,-71.81732119539207,20,51,0.08044078237199181,0.3424958315597091
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p1_n4,0.7807953021427528,0.0068262730904964306,0.0016668710344583245,20,51,0.19669073043514707,0.6654863130335887
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p1_n5,0.8307050762172984,-67.77737356722886,-79.52339218562041,20,51,0.06669013919068001,0.29184345762587593
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p1_n5,0.7615107799249148,0.005904565865300136,0.001499668063544884,20,51,0.21066035036764275,0.6935782469530518
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p2_n1,0.5272855667863521,-28.91281820939988,-36.43301748633969,20,51,0.2209161968952419,0.7129742383765214
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p2_n1,0.9608314027256931,0.03176332746710721,0.007104768074969323,20,51,0.11682216392300071,0.4626703470622294
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p2_n2,0.6318635794629137,-39.93539972675529,-50.007023369251996,20,51,0.1297380843036131,0.500828373049625
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p2_n2,0.9606146922594504,0.022276274725591905,0.004900012458957683,20,51,0.10959123443163943,0.44031053324104363
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p2_n3,0.7191444410746196,-50.2194098014706,-61.956153338820556,20,51,0.08587386537044683,0.3616915004316008
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p2_n3,0.9647668975879147,0.017402802162393285,0.003791733683334738,20,51,0.11656434407352323,0.4618855948252648
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p2_n4,0.7751832747848659,-59.614240845064124,-71.71400753420995,20,51,0.07770820420188496,0.3326683436643022
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p2_n4,0.9472511595008946,0.014313381644823486,0.0032247294665543554,20,51,0.12882226847653333,0.4981963352760146
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p2_n5,0.8460974492054464,-67.39214714976086,-79.42007852443828,20,51,0.06487466087427918,0.2849290644745446
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p2_n5,0.9295876229805979,0.012401109750454192,0.0028916580829446655,20,51,0.13730397963884244,0.5221528796601933
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p3_n1,0.5500545056104276,-28.370333327573682,-36.261806400855384,20,51,0.20645163627811314,0.6853215499505865
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p3_n1,1.0417647276242357,0.05613274474362512,0.01304437147928006,20,51,0.052639477798018586,0.2369088520742907
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p3_n2,0.6513063665481104,-39.392914844929095,-49.8358122837677,20,51,0.12235364417565608,0.47928778038846687
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p3_n2,1.046758816411983,0.039305768562761974,0.008978844224559773,20,51,0.04822289399917612,0.21895461526971205
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p3_n3,0.7371982155483028,-49.67692491964441,-61.78494225333626,20,51,0.0817083265836187,0.34701495957527617
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p3_n3,1.0592591694161027,0.030672114593094997,0.0069245219923325056,20,51,0.05150319379779611,0.23232152367301118
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p3_n4,0.7928085732707744,-59.07175596323792,-71.54279644872562,20,51,0.07428759958938735,0.3202011792570566
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p3_n4,1.041157078427172,0.02523318626731928,0.0058723422966356345,20,51,0.05847625373559018,0.2601283452365504
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p3_n5,0.863574830735917,-66.84966226793466,-79.24886743895397,20,51,0.06223545757639015,0.2747812255509009
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p3_n5,1.0234758389734873,0.021825938068660025,0.005250348921041326,20,51,0.06327731682038784,0.27880088517764456
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p4_n1,0.5806505838716194,-27.59508718621773,-36.004104884256556,20,51,0.18656117985862308,0.6438569504954308
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p4_n1,1.0683442586751706,0.08980458588259331,0.021939591097568982,20,51,0.032737901438058326,0.153316974502279
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p4_n2,0.6773088585217674,-38.61766870357313,-49.57811076716886,20,51,0.11171689005867647,0.44695939118821115
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p4_n2,1.0771050376790845,0.06300572804986421,0.015065755110295601,20,51,0.027584903875907396,0.13052227204408995
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p4_n3,0.7611948031735428,-48.901678778288456,-61.52724073673742,20,51,0.07525312749476964,0.32373897872744317
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p4_n3,1.0953165249579941,0.049315956407906904,0.011584779026058803,20,51,0.02753675235662667,0.13030697910892186
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p4_n4,0.8160356851316762,-58.296509821881976,-71.28509493212681,20,51,0.06869771061534702,0.29942706907123906
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p4_n4,1.0724948092967705,0.040728468134333,0.009811274390475185,20,51,0.0303972828403668,0.1430230925952759
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p4_n5,0.8860760714062318,-66.07441612657871,-78.99116592235515,20,51,0.05767534308703026,0.2569761141179351
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p4_n5,1.0506715027526827,0.03531759665275907,0.008766890468327463,20,51,0.031938143360820015,0.14981088099796147
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p5_n1,0.6153953875397348,-26.544580732888612,-35.602277174135374,20,51,0.1659859400875574,0.5964783316757372
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p5_n1,0.9938353365610652,0.13491292504396388,0.036688899591394555,20,51,0.03038849827285206,0.14298427098422006
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p5_n2,0.7060115380602392,-37.56716225024403,-49.17628305704768,20,51,0.10109189790880158,0.413083290190848
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p5_n2,1.0035855256058615,0.09507926864262753,0.02498045185156077,20,51,0.022687031323142315,0.10840359460135396
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p5_n3,0.7868251303158666,-47.851172324959336,-61.12541302661624,20,51,0.06907528515449401,0.3008460718263979
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p5_n3,1.0194195249084494,0.07471328625023305,0.019104537953850864,20,51,0.0201881875244716,0.09694676084855114
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p5_n4,0.8395438104373929,-57.24600336855286,-70.88326722200561,20,51,0.06343458515915401,0.2794061000928666
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p5_n4,0.9943559320640638,0.06197268887141803,0.016118196262625867,20,51,0.0210318063354602,0.10082772014100938
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,diff_p5_n5,0.8120137871675852,-65.34998637193472,-77.55207099642672,30,57,0.0204674714685551,0.09823305138952654
MAPK9 siRNA,ctrl ctrl vs ctrl Ars,ratio_p5_n5,1.103360628833778,0.0641533038407095,0.01625462355235088,30,57,0.001286422622169825,0.006415585554322534
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p1_n1,0.5305388284188746,-29.298044626867874,-36.059204187779144,20,55,0.25912850511043617,0.7767895988964821
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p1_n1,0.7864451674534257,0.01549595955184079,0.003548551234885744,20,55,0.16019918091444962,0.5822836548758907
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p1_n2,0.6328151878089054,-40.32062614422329,-49.432838080593726,20,55,0.15771102888461597,0.5760588529854952
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p1_n2,0.8023093919869565,0.01073176496888247,0.0024063052408755696,20,55,0.15681053034175974,0.573787806148157
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p1_n3,0.7048025584186857,-50.604636218938595,-61.082473667345695,20,55,0.1109309172287859,0.44450834383291327
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p1_n3,0.7929932265524395,0.008339468020175728,0.0018882018127272208,20,55,0.17031052940251312,0.6068322447437817
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p1_n4,0.7290991681148192,-59.99946726253211,-70.59362790647923,20,55,0.10581146739738445,0.42832989718308867
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p1_n4,0.7801715552662829,0.006826273090496429,0.001592888142039074,20,55,0.1872637895932161,0.6453923927913331
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p1_n5,0.7700141452571915,-67.77737356722886,-78.22731567197546,20,55,0.09112983908528949,0.37983218078881054
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p1_n5,0.7707677183141483,0.005904565865300138,0.0014023265692385126,20,55,0.19799027810073544,0.6681833579463273
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p2_n1,0.5453373350040722,-28.91281820939988,-35.89418107382968,20,55,0.24736521533942124,0.7584976108196466
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p2_n1,0.8329419054279165,0.031763327467107215,0.00895758011521049,20,55,0.13791693407430172,0.5238480456616754
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p2_n2,0.6452263785571775,-39.93539972675529,-49.26781496664425,20,55,0.15140984213408604,0.559962233071911
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p2_n2,0.847440446168485,0.022276274725591905,0.0061916346021338,20,55,0.1296698653225583,0.500632694493975
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p2_n3,0.7159716421461918,-50.21940980147061,-60.91745055339622,20,55,0.10752375246798906,0.43378244138767663
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p2_n3,0.8362772434310066,0.017402802162393285,0.004896202710457262,20,55,0.13976351782098528,0.5289258381872776
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p2_n4,0.73990092032749,-59.614240845064124,-70.42860479252975,20,55,0.10336391738014095,0.42046314551982267
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p2_n4,0.8161995021809583,0.014313381644823486,0.004153848541893614,20,55,0.15429072701570812,0.567381125896689
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p2_n5,0.7806951316386893,-67.39214714976087,-78.06229255802602,20,55,0.08959670378173235,0.37458382756777586
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p2_n5,0.80475332110761,0.012401109750454194,0.003682322132212292,20,55,0.16336211237062492,0.5900908244443834
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p3_n1,0.5656517952400083,-28.37033332757368,-35.66061473100632,20,55,0.23432995792266154,0.7368470304337276
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p3_n1,0.9306034011661829,0.05613274474362512,0.01650450629118009,20,55,0.06646786788570724,0.29099980496848576
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p3_n2,0.6621925089446445,-39.392914844929095,-49.034248623820886,20,55,0.144572444436886,0.5419465278439892
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p3_n2,0.9385138597283698,0.039305768562761974,0.011528727944386127,20,55,0.06201422392329281,0.27392536828924186
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p3_n3,0.7311898667922185,-49.67692491964441,-60.68388421057287,20,55,0.1034360891364422,0.42069634748804363
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p3_n3,0.9320694129735443,0.030672114593094997,0.009124450383642863,20,55,0.06788393316607277,0.29636089140785105
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p3_n4,0.7544990630024283,-59.07175596323792,-70.1950384497064,20,55,0.09978203377207084,0.4087946153627635
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p3_n4,0.9132133367993421,0.02523318626731928,0.007748419796863553,20,55,0.07742449814498253,0.331641323004057
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p3_n5,0.7951286253990878,-66.84966226793468,-77.82872621520264,20,55,0.08675108188814162,0.3647483058121107
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p3_n5,0.9019761751348578,0.021825938068660025,0.006876312331637216,20,55,0.08357360265396252,0.3536199378296333
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p4_n1,0.591754416458819,-27.59508718621772,-35.29104277535895,20,55,0.21717313437257113,0.7060126737846347
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p4_n1,1.0055892530145563,0.0898045858825933,0.028113366289515246,20,55,0.044231071131194066,0.202437842365504
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p4_n2,0.6838576887597393,-38.61766870357313,-48.66467666817351,20,55,0.13514609429507662,0.5161466467202134
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p4_n2,1.0055974710960218,0.06300572804986421,0.01975725600791297,20,55,0.038692982168827106,0.17906161240867036
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p4_n3,0.7504882484765478,-48.901678778288456,-60.31431225492549,20,55,0.09737374340028415,0.4008441375270382
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p4_n3,0.9972798220477657,0.04931595640790691,0.015651581757078908,20,55,0.04016070187768628,0.1853095318893373
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p4_n4,0.7728730162030564,-58.29650982188197,-69.82546649405901,20,55,0.09420250384917794,0.39024470651553556
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p4_n4,0.9750449990378218,0.040728468134333,0.013308109509770509,20,55,0.044915502069999835,0.20528944671300087
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p4_n5,0.8129596107154241,-66.07441612657871,-77.45915425955526,20,55,0.08207162087331954,0.3483056067367184
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p4_n5,0.9609711906105578,0.03531759665275907,0.011829960793868959,20,55,0.047411190732057906,0.21561843835684302
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p5_n1,0.6220483761930056,-26.544580732888612,-34.74545520403809,20,55,0.1993371060423339,0.6709601414362395
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p5_n1,0.9881738118545523,0.13491292504396388,0.04541833540048085,20,55,0.040918660127921336,0.18852114702953826
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p5_n2,0.7084515648696861,-37.567162250244024,-48.11908909685268,20,55,0.12582794690528754,0.48951311288468813
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p5_n2,0.9758202815714049,0.09507926864262753,0.03198906058623359,20,55,0.03250292251747633,0.1522880426795249
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p5_n3,0.7717134799929727,-47.851172324959336,-59.76872468360465,20,55,0.09173506530869191,0.38189431401655893
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p5_n3,0.9594995296655233,0.07471328625023306,0.025326470354569815,20,55,0.030616265261741882,0.14399038635207406
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p5_n4,0.7921713436154789,-57.24600336855286,-69.27987892273819,20,55,0.08911582154981734,0.3729303328327145
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p5_n4,0.9315520564905057,0.06197268887141803,0.0215486866169916,20,55,0.03267605967999698,0.1530462771254879
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,diff_p5_n5,0.7421168424625868,-65.34998637193472,-76.04006363383405,30,65,0.03354282371223016,0.15683401867160296
MAPK9 siRNA,ctrl ctrl vs MAPK9 Ars,ratio_p5_n5,1.0775072631018903,0.06415330384070948,0.020797242638023943,30,65,0.0021720157849498545,0.010813004755974132
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p1_n1,0.18482739724391525,-33.817128779510355,-36.059204187779144,28,55,0.6584502673047505,0.9953519611551231
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,ratio_p1_n1,0.5822979202349107,0.015625050280964888,0.0035485512348857433,28,55,0.11833973205409143,0.4672709881032976
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p1_n2,0.12201884069250986,-47.748584120545964,-49.432838080593726,28,55,0.7486792184952679,0.9989973669699269
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,ratio_p1_n2,0.5832867233773634,0.01060142625397838,0.0024063052408755696,28,55,0.12343944838900978,0.4825008870616432
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p1_n3,0.10893330799078467,-59.57816558521718,-61.082473667345695,28,55,0.7730614880914259,0.9993980768955067
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,ratio_p1_n3,0.5695868994367316,0.008384620336797672,0.0018882018127272208,28,55,0.12813077138386153,0.4962016385815492
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p1_n4,0.1084676956590952,-69.15741286856242,-70.59362790647923,28,55,0.7815186228181283,0.9995021802487997
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,ratio_p1_n4,0.5695931796758517,0.0071036584654967415,0.001592888142039074,28,55,0.12843562481876736,0.4970818009396145
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p1_n5,0.13358830113831516,-76.60534660194266,-78.22731567197548,28,55,0.7376329558760997,0.998756784510686
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,ratio_p1_n5,0.5726682903795691,0.006302435841856759,0.0014023265692385124,28,55,0.12684413928091898,0.49247333232995216
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p2_n1,0.21265508710067688,-33.294867155510886,-35.89418107382968,28,55,0.6108571220271225,0.991076290326807
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,ratio_p2_n1,0.6709414778658873,0.03404564961216277,0.00895758011521049,28,55,0.07859631801584621,0.3358751712459197
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p2_n2,0.14694323837402073,-47.226322496546516,-49.267814966644245,28,55,0.699981125216167,0.9975692354750592
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,ratio_p2_n2,0.6650656179380189,0.022991597619534627,0.0061916346021338,28,55,0.08476199383224192,0.35780010286515895
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p2_n3,0.13379568738992695,-59.05590396121772,-60.91745055339623,28,55,0.7240414457826359,0.9983996340419375
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,ratio_p2_n3,0.6446520575953983,0.018076976272560902,0.004896202710457262,28,55,0.0902949173501798,0.3769783969739726
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p2_n4,0.13429356301164508,-68.63515124456296,-70.42860479252975,28,55,0.732595980396286,0.9986327760534139
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,ratio_p2_n4,0.6436291774302344,0.01530846685129006,0.004153848541893615,28,55,0.09083695522219593,0.37883228961883986
MAPK9 siRNA,MAPK9 ctrl vs MAPK9 Ars,diff_p2_n5,0.161340757505239,-76.08308497794319,-78.06229255802602,28,55,0.6877676955392347,0.9970325106288037
